age,type_employer,fnlwgt,education,marital,occupation,race,sex,hr_per_week,country,income
30,Local-gov,226443,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
47,Local-gov,121124,Masters,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
68,Private,170376,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
54,Private,189607,Bachelors,Never-married,Other-service,Black,Female,36,United-States,<=50K
32,Private,252752,Masters,Never-married,Exec-managerial,White,Female,60,United-States,>50K
56,Self-emp-not-inc,119069,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
40,Local-gov,166893,Bachelors,Married-civ-spouse,Protective-serv,Black,Male,40,United-States,>50K
41,Private,170866,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
30,Private,116138,Bachelors,Never-married,Exec-managerial,White,Male,60,United-States,>50K
47,Private,365516,Masters,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
50,Private,128798,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
35,Local-gov,204277,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
50,Self-emp-inc,155574,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
58,Private,126104,Masters,Divorced,Adm-clerical,White,Female,45,United-States,<=50K
40,Self-emp-not-inc,243636,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
32,Private,156015,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
34,Private,160216,Bachelors,Never-married,Exec-managerial,White,Female,55,United-States,>50K
59,Private,333270,Masters,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,35,Philippines,<=50K
45,Private,120724,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
30,Private,196342,Masters,Never-married,Prof-specialty,White,Male,40,Ireland,<=50K
32,Local-gov,222900,Bachelors,Separated,Prof-specialty,White,Female,50,United-States,>50K
45,Private,127111,Masters,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
45,Private,33794,Masters,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
35,Private,297485,Bachelors,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
39,Federal-gov,129573,Bachelors,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
54,Private,185407,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
42,Private,210525,Masters,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
51,Self-emp-not-inc,160724,Bachelors,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,40,China,>50K
49,Private,224393,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
36,Private,120760,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,China,<=50K
40,Private,179666,Bachelors,Never-married,Exec-managerial,White,Male,30,Canada,<=50K
29,Private,237865,Masters,Never-married,Transport-moving,Black,Male,40,United-States,<=50K
46,Local-gov,199281,Bachelors,Separated,Prof-specialty,White,Male,40,United-States,<=50K
25,Private,34803,Bachelors,Never-married,Exec-managerial,White,Female,20,United-States,<=50K
32,Federal-gov,148138,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,Iran,<=50K
62,Self-emp-inc,200577,Masters,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
36,Private,346478,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
43,Private,158926,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,50,South,<=50K
28,Private,338376,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
38,Local-gov,123983,Bachelors,Never-married,Exec-managerial,Asian-Pac-Islander,Male,40,Vietnam,<=50K
57,Local-gov,215175,Masters,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,<=50K
37,Self-emp-not-inc,415847,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
31,Private,473133,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
44,Private,76196,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K
38,Federal-gov,125933,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,Iran,>50K
25,Private,372728,Bachelors,Never-married,Other-service,Black,Female,24,Jamaica,<=50K
59,Local-gov,303455,Masters,Widowed,Prof-specialty,White,Female,60,United-States,>50K
36,State-gov,212143,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,20,United-States,>50K
28,Private,192384,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
43,Private,115323,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
23,Private,615367,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K
38,Private,112561,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
34,Private,45114,Bachelors,Never-married,Sales,Black,Female,40,United-States,<=50K
58,Local-gov,292379,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
38,Private,234807,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,50,United-States,>50K
28,Private,188711,Bachelors,Never-married,Transport-moving,White,Male,20,United-States,<=50K
38,Private,312271,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
39,Private,198097,Bachelors,Divorced,Exec-managerial,White,Male,50,United-States,<=50K
30,Private,75167,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,<=50K
50,Private,230951,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
31,Private,111363,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
37,Private,117567,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
50,Local-gov,30008,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
27,Private,333296,Bachelors,Never-married,Other-service,White,Male,30,?,<=50K
38,Private,114591,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
46,Local-gov,33373,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
62,Private,173601,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
51,Local-gov,152754,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
46,Local-gov,316205,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,40,United-States,>50K
41,Local-gov,88904,Bachelors,Separated,Prof-specialty,Black,Female,40,United-States,<=50K
40,Private,104196,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
46,Local-gov,125457,Masters,Married-civ-spouse,Prof-specialty,Black,Male,38,United-States,>50K
36,Private,198841,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
54,Private,37237,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
27,Private,114967,Bachelors,Never-married,Tech-support,White,Male,40,United-States,<=50K
30,Private,66194,Bachelors,Never-married,Prof-specialty,White,Female,60,Outlying-US(Guam-USVI-etc),<=50K
38,Private,234298,Bachelors,Divorced,Exec-managerial,White,Male,60,United-States,<=50K
62,State-gov,33142,Masters,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
50,Private,88842,Bachelors,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
65,Local-gov,146454,Masters,Married-civ-spouse,Prof-specialty,White,Male,4,Greece,<=50K
52,Private,386397,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
55,Private,320835,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
27,Private,198197,Bachelors,Never-married,Tech-support,White,Male,45,United-States,<=50K
33,Private,160216,Masters,Never-married,Exec-managerial,White,Female,32,?,<=50K
35,Private,26999,Bachelors,Separated,Exec-managerial,White,Female,42,United-States,<=50K
32,Private,209691,Bachelors,Married-civ-spouse,Sales,White,Male,42,United-States,>50K
25,Private,202033,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
56,State-gov,83696,Bachelors,Separated,Prof-specialty,White,Female,38,?,<=50K
52,Private,204584,Bachelors,Married-spouse-absent,Exec-managerial,White,Female,42,United-States,<=50K
39,State-gov,85566,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
26,Private,340335,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
44,Private,83237,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
30,Private,75573,Bachelors,Never-married,Exec-managerial,White,Female,45,Germany,<=50K
44,State-gov,296326,Bachelors,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
48,Private,96359,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,Greece,>50K
25,Private,211424,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
39,Private,269722,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,70,United-States,<=50K
70,Private,304570,Bachelors,Widowed,Machine-op-inspct,Asian-Pac-Islander,Male,32,Philippines,<=50K
42,Private,259757,Bachelors,Divorced,Prof-specialty,White,Male,50,United-States,>50K
44,Private,182629,Masters,Divorced,Sales,White,Male,24,Iran,<=50K
41,Private,194636,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
42,Private,111483,Bachelors,Married-civ-spouse,Tech-support,White,Male,50,United-States,>50K
38,Private,227945,Masters,Married-civ-spouse,Prof-specialty,White,Male,65,United-States,>50K
44,Private,198096,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
56,State-gov,175057,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
41,?,277390,Bachelors,Married-civ-spouse,?,White,Female,30,United-States,>50K
56,Federal-gov,61885,Bachelors,Never-married,Transport-moving,Black,Male,65,United-States,<=50K
31,Self-emp-not-inc,348038,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,Puerto-Rico,>50K
25,Private,248851,Bachelors,Never-married,Other-service,White,Male,40,United-States,<=50K
28,State-gov,155397,Bachelors,Never-married,Exec-managerial,White,Male,55,United-States,<=50K
31,Private,114937,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,<=50K
36,Private,89202,Bachelors,Never-married,Prof-specialty,White,Male,50,United-States,<=50K
42,Private,384236,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
40,Self-emp-not-inc,204116,Bachelors,Married-spouse-absent,Prof-specialty,White,Female,40,United-States,<=50K
51,Private,95329,Masters,Divorced,Protective-serv,White,Male,40,United-States,<=50K
32,Local-gov,223267,Masters,Married-civ-spouse,Prof-specialty,White,Male,48,United-States,<=50K
26,Private,189590,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
29,Private,79387,Bachelors,Never-married,Exec-managerial,White,Male,50,United-States,>50K
56,Private,274111,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,45,United-States,>50K
30,Federal-gov,295010,Bachelors,Never-married,Protective-serv,White,Female,60,United-States,>50K
43,Private,131435,Bachelors,Divorced,Other-service,White,Female,40,United-States,<=50K
24,Private,96178,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
66,Private,180211,Bachelors,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,30,Philippines,<=50K
41,Private,359696,Bachelors,Married-civ-spouse,Protective-serv,White,Male,60,United-States,>50K
37,Private,220237,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
24,Private,202570,Bachelors,Never-married,Prof-specialty,Black,Male,15,United-States,<=50K
25,Private,470203,Bachelors,Never-married,Prof-specialty,White,Female,30,United-States,<=50K
39,Local-gov,214284,Bachelors,Widowed,Prof-specialty,Asian-Pac-Islander,Female,10,Japan,<=50K
31,Private,348504,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K
40,Self-emp-inc,157240,Masters,Married-civ-spouse,Exec-managerial,White,Female,30,Iran,>50K
29,Private,194197,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
45,Self-emp-not-inc,319122,Bachelors,Never-married,Sales,White,Male,45,United-States,>50K
43,Self-emp-inc,82488,Bachelors,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,40,Philippines,>50K
36,Private,90159,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,32,United-States,>50K
29,Private,211482,Bachelors,Never-married,Prof-specialty,White,Male,50,United-States,>50K
40,Federal-gov,121012,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,48,United-States,>50K
50,Federal-gov,65160,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
47,Local-gov,80282,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
39,Private,150057,Masters,Never-married,Sales,White,Male,50,United-States,>50K
66,Private,201197,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
58,Private,110844,Masters,Widowed,Sales,White,Female,27,United-States,<=50K
33,Private,188352,Masters,Never-married,Prof-specialty,Black,Male,50,United-States,<=50K
73,Private,173047,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,15,United-States,<=50K
30,Private,96287,Masters,Never-married,Prof-specialty,White,Female,45,United-States,<=50K
39,Local-gov,180686,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
27,?,190650,Bachelors,Never-married,?,Asian-Pac-Islander,Male,25,Philippines,<=50K
31,Private,206051,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
44,Private,63042,Bachelors,Divorced,Exec-managerial,White,Female,50,United-States,>50K
39,Self-emp-inc,116358,Bachelors,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,40,?,>50K
27,?,133359,Bachelors,Married-spouse-absent,?,White,Male,50,?,<=50K
35,Private,32126,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
36,Private,114059,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,<=50K
48,Local-gov,121622,Masters,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
44,Private,128354,Masters,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
54,Self-emp-inc,124963,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
48,Private,131309,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
32,Private,732102,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
45,Self-emp-inc,36228,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,35,United-States,>50K
31,Local-gov,190401,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
49,Local-gov,31267,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K
28,Private,161538,Bachelors,Never-married,Tech-support,White,Female,35,United-States,<=50K
26,Private,120238,Bachelors,Never-married,Craft-repair,White,Male,40,United-States,<=50K
52,Private,74024,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
49,Private,155489,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
51,Local-gov,133336,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
55,Private,349304,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
26,Private,102476,Bachelors,Never-married,Prof-specialty,White,Male,64,United-States,>50K
49,Self-emp-inc,315998,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K
30,Private,230224,Bachelors,Never-married,Exec-managerial,White,Male,55,United-States,>50K
41,Private,70645,Masters,Widowed,Prof-specialty,White,Female,55,United-States,<=50K
28,Private,162404,Bachelors,Never-married,Craft-repair,Black,Male,60,United-States,<=50K
46,Private,191357,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,<=50K
44,Federal-gov,68729,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,United-States,>50K
29,Private,393264,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
47,Private,355320,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
72,Private,158092,Bachelors,Divorced,Sales,White,Male,30,United-States,<=50K
69,?,323016,Bachelors,Married-civ-spouse,?,White,Male,40,United-States,>50K
34,Private,158800,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
44,Private,79864,Masters,Separated,Exec-managerial,White,Female,20,United-States,<=50K
43,Private,289669,Masters,Divorced,Prof-specialty,White,Female,40,United-States,>50K
27,Private,289147,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
62,Self-emp-not-inc,192236,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,>50K
31,?,85077,Bachelors,Married-civ-spouse,?,White,Female,20,United-States,>50K
41,Private,106900,Bachelors,Married-civ-spouse,Tech-support,White,Male,42,United-States,>50K
28,Private,78870,Bachelors,Never-married,Sales,White,Male,40,United-States,>50K
36,Private,218689,Masters,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
43,Local-gov,94937,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,28,United-States,<=50K
27,Private,228476,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
45,Private,55720,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
32,State-gov,159247,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K
48,Private,182541,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
34,Private,204470,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
50,Federal-gov,96657,Bachelors,Divorced,Prof-specialty,Black,Female,40,United-States,<=50K
32,Private,46691,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
43,Local-gov,35824,Masters,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
47,Self-emp-inc,215620,Masters,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
27,Local-gov,200492,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
49,State-gov,122066,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
58,Private,272902,Bachelors,Widowed,Exec-managerial,White,Female,40,United-States,<=50K
26,Private,29957,Masters,Never-married,Tech-support,White,Male,25,United-States,<=50K
30,Private,167309,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
26,Private,166051,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
32,Private,209538,Masters,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
23,Local-gov,442359,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
22,Private,34918,Bachelors,Never-married,Prof-specialty,White,Female,15,Germany,<=50K
32,Private,164197,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
63,Self-emp-not-inc,231777,Bachelors,Never-married,Transport-moving,White,Male,40,United-States,<=50K
36,Local-gov,95462,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
35,State-gov,119421,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,35,United-States,>50K
33,Self-emp-not-inc,99761,Bachelors,Never-married,Other-service,White,Female,15,United-States,<=50K
58,Private,343957,Bachelors,Divorced,Sales,White,Male,50,United-States,<=50K
43,Local-gov,216116,Masters,Separated,Prof-specialty,Black,Female,37,United-States,<=50K
75,?,111177,Bachelors,Widowed,?,White,Female,16,United-States,>50K
38,Private,266325,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,32,United-States,>50K
54,State-gov,166774,Masters,Never-married,Prof-specialty,White,Female,45,United-States,>50K
22,Private,206974,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K
36,Private,241998,Bachelors,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
57,State-gov,32694,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
42,Private,282964,Bachelors,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
43,Private,351576,Bachelors,Never-married,Sales,White,Male,50,United-States,>50K
48,Local-gov,142719,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
40,Self-emp-inc,92036,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
23,Private,409230,Bachelors,Never-married,Sales,White,Male,25,United-States,<=50K
47,Private,98012,Masters,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
49,Self-emp-inc,246891,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
58,Self-emp-inc,143266,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
47,Private,262244,Bachelors,Never-married,Sales,Black,Male,60,United-States,>50K
26,Private,44308,Bachelors,Never-married,Tech-support,White,Male,40,United-States,<=50K
31,Private,236599,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
22,Private,195532,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,>50K
53,Local-gov,103995,Bachelors,Divorced,Prof-specialty,White,Female,54,United-States,<=50K
38,Private,172538,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
46,Private,91608,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
43,Local-gov,260696,Bachelors,Divorced,Prof-specialty,White,Female,55,United-States,<=50K
39,Private,202683,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
42,State-gov,167581,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
25,Private,168403,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
27,Private,330466,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Male,40,United-States,<=50K
48,Self-emp-not-inc,162236,Masters,Widowed,Exec-managerial,White,Female,40,?,>50K
45,Local-gov,224474,Bachelors,Divorced,Prof-specialty,White,Female,50,United-States,>50K
26,Private,226288,Bachelors,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
50,Self-emp-not-inc,127151,Masters,Married-civ-spouse,Prof-specialty,White,Female,40,Canada,>50K
90,Local-gov,227796,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
26,Private,117833,Bachelors,Never-married,Exec-managerial,White,Female,50,United-States,<=50K
32,Private,87643,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
28,Private,168901,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,Taiwan,<=50K
45,State-gov,67544,Masters,Divorced,Protective-serv,White,Male,50,United-States,<=50K
27,Private,216481,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
43,Private,403467,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,40,United-States,>50K
34,Self-emp-not-inc,198664,Bachelors,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,70,South,>50K
28,Local-gov,149991,Bachelors,Married-civ-spouse,Protective-serv,Black,Male,42,United-States,>50K
48,Self-emp-not-inc,187454,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
43,Federal-gov,186916,Masters,Divorced,Protective-serv,White,Male,60,United-States,>50K
58,Private,199278,Bachelors,Divorced,Exec-managerial,White,Male,38,United-States,<=50K
25,Private,189656,Bachelors,Never-married,Tech-support,White,Male,60,United-States,>50K
28,State-gov,158834,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
65,Self-emp-inc,210381,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,>50K
40,Private,187702,Bachelors,Never-married,Tech-support,White,Male,40,United-States,<=50K
30,Private,212064,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
38,Private,38312,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,>50K
25,Federal-gov,50053,Bachelors,Never-married,Tech-support,White,Male,45,United-States,<=50K
55,Private,198145,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
38,Private,156728,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
40,Private,170108,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
33,Private,117186,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,<=50K
43,Local-gov,163434,Bachelors,Married-civ-spouse,Protective-serv,White,Male,55,United-States,>50K
28,Local-gov,191177,Masters,Married-civ-spouse,Prof-specialty,White,Female,20,United-States,>50K
22,?,117618,Bachelors,Never-married,?,White,Male,25,United-States,<=50K
26,Private,43408,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
69,Private,370837,Bachelors,Divorced,Handlers-cleaners,White,Male,40,United-States,<=50K
44,Local-gov,409505,Bachelors,Divorced,Protective-serv,White,Male,40,United-States,<=50K
44,Private,340885,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
60,Private,63296,Masters,Divorced,Prof-specialty,Black,Male,40,United-States,<=50K
35,State-gov,150488,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
52,Self-emp-inc,89041,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
49,Private,185041,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
53,Private,288020,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,Japan,<=50K
28,Private,478315,Bachelors,Never-married,Prof-specialty,Black,Female,40,United-States,<=50K
49,Self-emp-not-inc,219718,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
90,Self-emp-not-inc,155981,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K
40,Self-emp-inc,218558,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
30,Private,159589,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
37,Private,329980,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
34,Self-emp-inc,200689,Bachelors,Divorced,Sales,White,Female,40,United-States,<=50K
42,Private,251229,Bachelors,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
60,Self-emp-not-inc,168223,Bachelors,Divorced,Prof-specialty,White,Female,30,United-States,<=50K
23,State-gov,136075,Bachelors,Never-married,Prof-specialty,White,Female,32,United-States,<=50K
39,Self-emp-inc,241153,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K
43,Private,145441,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,38,United-States,>50K
37,Federal-gov,207887,Bachelors,Divorced,Exec-managerial,White,Female,50,United-States,<=50K
32,Private,103860,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
81,?,147097,Bachelors,Widowed,?,White,Male,5,United-States,<=50K
41,Private,185132,Bachelors,Never-married,Prof-specialty,White,Female,45,United-States,<=50K
39,Private,218490,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
61,Private,160942,Masters,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
38,Private,132879,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
30,Private,128016,Bachelors,Never-married,Exec-managerial,White,Female,55,United-States,<=50K
23,Private,53513,Bachelors,Never-married,Exec-managerial,White,Female,45,United-States,<=50K
49,Self-emp-inc,213354,Masters,Separated,Exec-managerial,White,Male,70,United-States,>50K
38,Self-emp-not-inc,100316,Bachelors,Married-civ-spouse,Craft-repair,White,Male,35,United-States,<=50K
44,Private,236746,Masters,Divorced,Exec-managerial,White,Male,45,United-States,>50K
37,Private,343721,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
