pca,building,training,part,clause,circuit,fuzzy,tangent,analog,letter,light,concept,pyramid,wavelet,net,set,data,potential,star,chess,estimator,oscillator,instruction,component,chip,option,pattern,rotation,belief,map,tree,delay,spike,eeg,rule,rules,expert,block,user,loss,document,subscriber,memory,lesion,call,signal,solution,view,stress,distance,evidence,policy,perceptron,direction,song,saliency,control,error,kernel,system,digit,disparity,controller,target,dialogue,field,noise,hand,routing,road,input,motion,character,algorithm,neuron,operator,unit,neural,hint,motor,weight,object,function,item,speaker,channel,point,model,classifier,action,iiii,attractor,head,context,task,skill,word,network,cell,learning
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,28,0,0,0,19,0,1,16,0,0,0,2,5,4,0,0,3,32,0,0,0,4,0,0,2,0,4,14,16,0
0,0,8,0,0,1,0,0,1,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,8,0,0,0,3,0,0,0,0,55,0,0,12,1,0,0,0,0,0,0,0,0,0,4,8,1,11,0,0,0,0,0,0,2,2,0,0,6,0,0,8,0,0,8,27,0,0,7,0,5,0,0,0,1,13,0,0,5,1,0,2,3,0,1,44,0,8
0,0,21,1,0,0,0,0,0,0,0,0,0,0,17,16,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,12,0,20,0,0,0,2,0,0,1,0,0,0,10,0,0,8,27,0,9,19,0,0,16,0,4,0,3,0,0,15,0,0,0,0,0,0,3,0,12,39,0,4
0,0,19,1,0,0,0,0,0,2,0,0,0,0,1,11,10,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,14,0,7,0,0,0,0,0,0,6,0,0,0,12,0,0,1,0,0,0,13,0,0,8,0,10,0,6,0,0,25,5,0,0,0,0,0,1,0,43,38,0,1
0,0,29,0,0,0,1,0,0,0,0,0,0,0,0,11,14,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,3,0,1,0,0,0,0,4,0,8,0,0,0,1,0,0,0,1,0,0,3,0,0,7,0,0,11,5,0,0,7,0,17,0,1,0,0,42,1,0,0,0,0,1,4,0,10,22,0,1
0,0,5,7,0,0,0,1,0,0,0,0,0,0,1,4,19,0,0,0,0,0,0,4,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,1,1,0,0,1,0,1,15,0,0,0,1,0,0,0,0,0,0,27,0,0,2,0,0,4,9,0,0,7,0,9,0,4,0,5,7,0,0,0,0,0,1,7,0,1,33,0,1
0,0,4,2,0,0,0,0,0,0,1,0,0,0,2,4,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,1,0,34,0,0,0,4,0,0,3,6,0,0,18,0,0,3,0,0,3,13,0,0,0,1,1,0,6,0,0,7,1,0,0,0,0,2,6,0,13,24,1,7
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,0,7,1,0,11,0,0,0,6,0,0,0,0,0,0,5,1,0,0,0,0,1,11,0,24,0,0,0,0,2,1,6,25,0,0,0,0,0,0,2,1,0,17,0,4
0,0,8,1,0,0,0,0,0,72,0,0,0,0,0,12,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,3,8,0,0,0,0,1,0,15,2,0,5,9,0,0,0,0,3,1,0,2,15,0,0
0,0,11,3,6,0,0,0,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,15,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,3,0,16,0,0,0,0,0,0,16,8,0,0,23,0,0,1,0,0,13,3,0,0,3,0,1,0,1,0,0,0,1,2,0,0,1,2,10,0,10,36,0,5
0,0,0,1,71,0,0,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2,0,26,4,0,0,1,0,14,0,0,0,0,2,0,0,0,0,0,0,1,0,0,25,0,3
0,0,3,0,0,0,0,0,0,0,6,2,0,0,0,4,3,0,0,0,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,0,2,0,10,0,0,0,0,2,0,11,1,0,0,3,0,0,0,0,0,0,12,0,0,1,0,0,2,0,0,0,9,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,1,0,29
0,0,11,0,0,0,0,0,0,0,0,4,0,0,8,9,0,1,0,0,0,0,0,6,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,1,0,3,0,24,0,0,0,0,0,44,0,0,0,6,15,1,4,0,0,1,3,0,0,0,0,0,0,1,0,6,61,0,1
0,0,25,2,0,0,0,0,0,0,0,0,0,0,3,35,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,2,3,0,0,5,0,0,4,0,0,7,9,0,0,0,0,0,0,23,0,1,0,9,0,0,0,0,0,0,0,0,18,0,0
0,2,4,1,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,8,0,0,1,0,4,0,2,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,3,2,0,0,1,0,11,0,0,0,1,1,0,18,0,0,0,0,123,0,0,25,0,60
0,0,20,0,0,0,0,0,0,0,0,0,0,0,29,8,9,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,6,2,0,7,0,0,2,1,0,0,2,3,0,0,13,0,0,10,0,0,16,2,0,0,18,0,6,0,0,0,6,0,0,1,0,0,2,2,14,0,1,54,0,38
0,0,5,10,0,0,0,0,0,0,1,0,0,0,17,8,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,11,0,0,0,1,0,0,0,0,0,0,7,0,1,5,0,0,7,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,11,0,0,8,0,5
0,2,9,1,0,0,0,0,0,1,0,0,0,0,23,13,1,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,1,0,3,2,1,3,0,0,0,0,0,1,0,0,2,8,0,4,0,0,0,1,0,0,0,0,0,0,17,0,0,5,0,0,31,10,0,0,3,0,1,0,0,0,4,0,0,0,0,1,0,17,10,0,0,20,0,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,2,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,1,0,0,1,10,0,1,1,1,0,4,15,0,2,1,0,3,1,0,1,0,17,0,1,0,0,0,0,0,0,0,35,0,5
0,1,10,5,0,0,0,0,1,0,0,1,0,0,14,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,13,0,13,0,0,0,5,0,0,0,1,0,0,54,0,0,23,1,0,3,26,0,1,4,0,7,0,0,0,1,2,0,1,0,0,0,1,9,0,0,31,0,33
0,0,11,1,0,0,0,0,1,0,3,0,0,0,3,11,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,5,0,0,0,0,0,0,2,0,0,0,5,0,0,1,1,0,1,21,0,0,1,1,5,0,0,0,0,49,0,0,0,0,0,0,0,0,0,66,0,2
0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,29,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,2,0,0,0,1,0,2,6,0,0,4,0,0,26,5,0,0,4,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,69,0,1
0,0,22,2,0,0,0,0,0,0,0,0,0,0,23,14,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,3,0,0,0,0,0,0,11,0,3,7,34,0,1,41,0,0,11,0,5,0,0,0,0,4,0,0,0,0,0,1,0,0,0,42,0,25
0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,8,8,1,0,0,0,0,0,19,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,46,0,0,2,0,19,38,4,6,0,10,1,47,1,0,0,2,1,0,3,0,0,0,11,7,0,1,43,0,4
0,0,5,2,0,0,0,0,0,1,0,0,0,0,4,2,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,2,9,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,48,11,6,2,23,0,0,15,0,36,0,0,0,1,1,0,0,0,0,0,0,1,0,0,27,0,27
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,1,3,0,18,0,0,0,2,0,0,0,1,0,0,3,0,0,0,15,0,13,20,1,1,3,0,4,0,0,0,1,16,0,0,0,0,8,1,0,0,0,23,4,4
0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,2,0,0,36,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,3,0,0,1,0,0,0,18,0,0,0,13,0,8,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,5,5,0,0,18,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,60,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,11,5,0,0,0,7,0,0,4,0,1,0,4,0,0,0,0,6,0,0,0,9,7,0,0,0,0,0,0,0,0,0,11,0,21
0,0,5,7,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,7,0,1,0,2,0,0,0,0,0,0,1,0,0,7,0,4,18,0,0,5,5,0,0,0,18,0,0,1,0,0,5,4,0,0,21,2,6,0,0,0,4,11,0,0,0,0,0,1,0,0,0,21,0,17
0,1,11,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,4,0,0,2,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,1,0,0,16,5,0,25,0,0,3,33,0,9,0,0,0,0,9,36,0,0,3,0,36,5,0,17,3,11,5,0,0,0,0,26,0,0,0,0,1,0,1,0,0,54,1,2
0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,2,6,0,3,0,0,0,0,0,6,4,1,0,0,0,16,0,3,0,0,2,2,0,0,0,4,41,0,0,0,24,4,0,0,0,0,0,1,3,0,0,13,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,8,4,24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,0,0,1,0,0,2,0,0,9,0,0,0,0,0,22,0,1,0,0,9,0,0,2,0,0,0,3,0,0,2,2,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,30,0,4
0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,8,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,2,0,1,0,0,1,20,6,0,0,0,36,35,0,0,0,0,1,0,2,0,0,1,0,0
0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,5,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,2,1,0,0,15,0,0,0,1,0,7,0,0,0,0,0,14,0,0,0,0,7,4,0,1,20,0,29,4,0,1,2,11,2,0,0,0,1,9,0,0,0,0,16,0,4,0,0,15,1,1
0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,11,5,0,0,0,0,0,0,4,0,0,1,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,0,1,4,0,0,2,0,0,9,3,0,11,0,0,0,9,0,8,0,0,0,0,2,1,0,0,14,0,16,9,0,1,1,18,5,0,0,0,1,15,0,1,0,0,0,2,7,0,0,25,1,2
0,0,0,2,0,1,0,0,2,0,0,0,0,0,12,3,4,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,19,0,0,0,2,13,0,0,0,0,17,0,0,2,0,0,0,3,0,0,11,0,0
0,0,10,1,0,0,0,0,0,1,1,0,0,0,3,6,0,0,0,0,0,0,0,4,0,0,14,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,3,0,0,0,5,0,7,0,0,0,5,0,2,1,0,0,0,2,0,0,2,0,0,53,5,0,0,29,19,2,0,0,0,1,4,0,0,0,0,0,0,3,0,0,11,0,9
0,0,4,4,0,0,0,0,0,0,0,0,3,1,0,5,1,0,0,0,0,0,0,1,0,0,28,1,0,20,0,0,0,0,17,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,8,0,0,2,0,2,0,0,1,0,2,5,0,0,0,0,0,10,0,0,10,0,15
0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,57,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,22,0,11,0,0,0,105,2,0,0,0,13,24,0,0,0,0,0,0,2,0,3,15,2,0
0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,24,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,3,0,1,0,2,0,0,10,0,1,0,3,0,0,6,0,0,4,33,1,0,0,0,5,21,0,0,0,0,0,1,7,0,0,16,0,3
0,0,0,10,0,0,0,0,4,0,1,0,0,0,21,1,10,0,0,0,1,0,0,0,16,0,1,1,0,9,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0,1,0,13,7,1,0,0,0,0,7,3,0,0,1,16,0,22,6,13,1,0,22,0,0,1,20,0,0,0,0,0,7,3,0,4,0,0,0,4,0,0,35,0,0
0,0,11,1,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,2,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,5,0,0,0,1,1,9,36,0,0,0,0,1,0,1,0,0,10,0,1,8,0,0,13,11,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,24,0,1
0,0,5,0,0,0,0,0,1,2,0,0,0,0,24,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,11,0,32,20,0,0,9,0,48,0,11,0,0,24,0,77,0,0,0,0,15,0,0,1,8,1,0,0,0,7,2,9,1,0,0,0,1,3,0,2,17,0,2
0,0,5,2,0,0,0,0,0,1,0,0,0,0,7,8,12,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,2,0,1,50,0,0,0,0,1,17,8,0,0,0,0,11,6,0,0,0,4,0,0,2,6,6,0,0,0,31,82,0,0,0,0,0,0,1,0,0,3,0,13
0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,1,1,0,2,0,13,0,0,0,0,4,2,0,9,0,0,1,0,0,0,1,1,0,0,9,0,0,7,0,0,1,1,0,0,0,0,18,0,0,0,3,3,0,15,0,0,0,1,0,0,0,3,0,32
0,0,7,2,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11,12,0,12,0,0,4,4,0,8,0,3,0,0,2,1,1,1,0,0,4,4,0,0,1,0,13,0,0,0,2,31,0,33,0,0,0,1,7,0,0,16,0,27
0,0,0,0,0,2,0,0,5,0,2,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,1,0,0,0,4,0,0,19,1,0,4,0,0,0,0,0,17,20,1,0,0,2,0,0,0,57,0,2,21,0,0,1,0,5,0,0,0,7,2,0,0,0,0,0,1,2,0,5,20,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,0,0,0,0,5,0,3,0,0,27,2,0,11,0,0,21,0,0,0,2,0,0,0,15,1,0,1,0,0,0,6,0,0,5,0,9,0,0,0,12,50,0,11,0,0,0,0,6,0,0,23,0,27
0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,2,0,0,0,0,30,6,6,3,0,0,5,0,0,0,1,0,0,0,6,0,0,6,0,0,0,6,0,2,0,5,6,0,0,0,0,34,0,32,0,0,0,0,22,0,0,3,0,31
0,0,1,0,0,0,0,0,0,19,0,0,0,0,2,3,3,0,0,0,0,0,0,1,0,0,10,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,3,2,0,2,2,0,0,4,0,1,0,2,0,0,31,0,9,3,1,0,62,12,0,3,16,1,9,0,1,0,4,2,0,0,0,0,0,0,3,0,0,54,0,26
0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,3,0,0,3,7,0,3,0,0,0,12,0,0,0,1,0,0,4,1,0,0,0,0,6,10,0,1,0,0,7,0,0,0,21,1,8,0,0,0,0,0,4,0,0,15,0,13
0,0,2,4,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,9,2,0,0,0,4,0,0,3,0,0,22,15,0,21,0,0,23,17,0,0,0,0,0,0,8,0,0,1,2,0,2,9,0,5,1,0,11,0,0,0,0,21,0,0,0,0,1,0,0,0,0,1,2,12
0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,0,0,1,24,0,41,11,0,1,13,0,3,0,0,0,1,17,0,0,0,0,9,0,0,0,0,40,0,7
0,0,8,2,0,1,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,5,0,0,0,1,1,0,0,13,0,0,20,9,0,8,0,0,0,29,0,2,1,2,0,0,5,0,0,2,4,0,0,4,0,34,10,0,5,0,0,0,4,32,0,3,0,0,0,1,5,0,0,24,6,11
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,1,0,6,0,0,0,38,0,0,0,22,0,0,0,44,0,0,0,0,14,0,0,9,0,0,2,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1,0,0,1,0,0,10,0,0,9,0,0,1,0,0,0,0,39,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,4,47,0,0,0,0,0,0,3,0,0,2,0,0
0,2,8,0,0,0,0,0,6,0,1,0,0,0,1,1,7,2,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,1,2,0,0,0,0,0,0,2,3,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,4,0,0,7,0,0,0,16,0,0,5,0,2,0,0,1,1,0,27,6,0,0,0,0,0,0,0,22,0,1
0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,9,0,0,1,0,0,0,14,0,0,2,0,0,0,0,0,1,0,0,0,0,0,13,0,1,0,0,23,0,3
0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,14,16,7,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0,5,0,1,2,0,0,0,4,0,0,0,0,1,8,4,0,1,11,0,0,0,0,0,3,1,0,0,0,0,0,1,11,0,0,32,0,1
0,1,14,1,0,0,0,0,0,0,0,1,0,0,1,4,50,3,0,0,1,0,0,15,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,3,4,30,15,0,0,0,0,0,2,2,1,0,0,3,0,0,5,0,0,2,13,0,3,1,0,10,0,0,1,11,65,8,0,0,0,0,5,0,0,0,14,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,8,0,0,0,0,0,0,2,0,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,6,0,0,0,1,0,0,23,0,0,0,7,0,15,1,0,0,0,0,1,6,0,0,0,6,0,0,2,0,0,0,6,0,0,0,0,14,0,0,0,18,9,0,0,0,0,0,1,3,0,0,20,2,5
0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,13,20,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,25,0,2,0,0,0,4,0,0,1,1,0,0,23,0,0,1,0,0,24,11,0,0,20,0,5,0,0,0,0,34,0,0,0,0,0,0,2,0,0,41,0,2
0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,7,0,0,1,0,0,0,0,52,0,3,0,0,0,2,0,1,0,0,0,1,25,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,2,0,4,0,0,0,0,0,1,0,9,17,0,1
0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,21,43,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,0,1,0,1,0,0,0,3,10,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,11,0,0,0,0,5,0,0,0,3,62,3,0,0,0,0,0,0,0,0,12,0,2
0,0,15,0,0,0,0,0,0,0,1,0,0,0,4,10,28,15,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,3,3,13,0,0,0,0,0,0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,4,0,7,0,0,0,6,0,2,6,0,0,0,19,0,0,1,1,0,26,23,0,0,3,0,4,0,0,1,10,2,0,0,0,0,1,0,3,0,0,44,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,11,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,7,74,0,0,0,0,28,8,0,0,0,1,0,0,0,0,7,8,0,0,0,0,0,0,0,0,1,15,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,13,0,0,3,0,0,0,0,0,0,1,0,0,8,0,0,2,0,0,1,0,0,45,0,8,0,0,2,15,0,0,56,0,0,1,1,7,0,0,0,5,3,0,0,0,0,0,0,0,0,1,78,0,0
0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,9,3,0,0,0,0,0,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,14,0,0,1,6,0,0,4,0,0,0,8,0,0,1,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,73,1,8
