x,y,village_id,player_id,alliance_id
127,62,28113,3924,110
66,15,5121,3924,110
98,0,20053,3924,110
99,-2,24604,3924,110
50,-49,6617,4647,220
62,-56,11752,4647,220
60,-57,28061,4647,220
60,-58,19447,4647,220
61,-59,23570,4647,220
-3,-73,8815,5576,337
-101,-99,28826,5576,337
-95,-158,26133,5576,337
-68,-158,22182,5576,337
-69,-160,14154,5576,337
-33,-16,706,392,249
-181,-25,24293,11488,514
-73,-56,18886,11488,514
-58,54,13785,7305,0
-27,-39,28233,1758,33
-27,-40,24964,1758,33
-26,-41,3005,1758,33
-28,-44,21214,1758,33
-27,-44,8038,1758,33
-26,-44,15212,1758,33
28,12,10669,81,0
29,12,80,81,0
-50,-23,3861,2610,159
-49,-23,20336,2610,159
-103,-25,29750,2610,159
-60,-28,9924,2610,159
-79,-30,28549,2610,159
5,6,6860,789,220
36,-19,936,789,220
1,-38,29961,789,220
-2,-43,22155,789,220
-1,-44,17047,789,220
1,-46,25726,789,220
45,-13,1766,1259,94
75,-34,22923,1259,94
76,-34,7032,1259,94
78,-34,14422,1259,94
79,-34,29646,1259,94
76,-35,27803,1259,94
77,-35,19445,1259,94
77,-36,25666,1259,94
-97,159,24809,11112,228
-96,159,28340,11112,228
-70,57,18252,11112,228
-47,-56,8812,5573,455
44,-118,13773,5573,455
45,-124,21375,5573,455
179,-310,27538,5573,455
99,-21,23799,14065,0
-5,77,23463,926,30
6,62,28143,926,30
6,61,18087,926,30
43,20,9731,926,30
43,19,12524,926,30
45,16,5513,926,30
43,14,1124,926,30
-2,-39,29876,932,220
-1,-39,1140,932,220
-2,-40,6637,932,220
66,-78,24671,932,220
66,-80,15215,932,220
67,-80,21964,932,220
68,-80,27674,932,220
-72,55,29197,11255,0
-71,55,18386,11255,0
-37,16,886,394,0
-51,99,18908,5006,48
-63,92,26690,5006,48
-50,92,11330,5006,48
-60,90,28851,5006,48
-56,90,23503,5006,48
-28,64,7225,5006,48
0,-89,16214,9721,337
-43,-182,21173,9721,337
-42,-182,27384,9721,337
-40,-49,4987,3822,0
-60,-82,10013,3822,0
-57,-84,26288,3822,0
-58,-88,22831,3822,0
-31,23,760,709,0
72,17,16191,4881,165
71,16,7059,4881,165
72,16,23036,4881,165
71,12,28868,4881,165
24,36,761,720,35
217,240,26445,430,9
205,160,28890,430,9
164,120,6463,430,9
168,116,27637,430,9
167,112,14101,430,9
161,105,22310,430,9
167,97,19166,430,9
29,6,24219,430,9
-2,-72,8355,5388,337
-57,-175,26966,5388,337
-56,-175,16264,5388,337
-61,-176,29532,5388,337
-56,-176,22300,5388,337
-180,-41,27904,11487,514
-180,-42,22938,11487,514
-30,-28,13798,1131,0
-29,-28,24239,1131,0
-30,-29,1627,1131,0
-29,-29,28486,1131,0
37,-52,4857,3696,220
80,-91,28665,3696,220
80,-92,25447,3696,220
82,-92,20838,3696,220
79,-94,9208,3696,220
86,-27,16694,9915,0
22,77,11068,6554,0
-45,79,29131,10162,141
-37,79,23344,10162,141
-41,78,17618,10162,141
-41,74,27389,10162,141
-13,31,421,423,192
27,-85,15039,289,103
29,-85,7970,289,103
-20,60,7527,2235,33
-26,51,3857,2235,33
-21,51,3481,2235,33
-18,51,13913,2235,33
-95,46,21732,10102,141
-96,45,27622,10102,141
-78,39,17338,10102,141
-193,-118,21932,1356,188
-194,-119,16667,1356,188
-192,-119,27278,1356,188
-195,-120,24735,1356,188
-194,-120,30037,1356,188
52,-72,29827,9656,393
53,-72,16127,9656,393
59,-84,24775,9656,393
17,78,11334,6663,0
20,11,21381,589,4
21,10,24242,589,4
18,9,29791,589,4
21,9,15743,589,4
22,9,24876,589,4
22,7,19446,589,4
6,-6,7601,589,4
61,50,28372,6969,315
68,47,17491,6969,315
68,46,29569,6969,315
66,45,24133,6969,315
69,45,12235,6969,315
-73,-1,19168,3761,159
-72,-1,10190,3761,159
-62,-9,4948,3761,159
31,-15,370,257,0
2,-84,8712,257,0
4,-88,23480,257,0
-30,58,24098,3546,0
-29,58,18751,3546,0
-27,57,4696,3546,0
-27,56,9729,3546,0
-44,22,1993,1401,67
2,64,4286,3308,0
-83,6,11009,4562,201
-89,5,22247,4562,201
-69,-4,6450,4562,201
-18,-64,5814,4192,213
-24,-108,19097,4192,213
-20,-108,24028,4192,213
-23,-114,28649,4192,213
-21,-116,10359,4192,213
87,-36,18718,11328,110
88,-36,22429,11328,110
88,-37,26165,11328,110
83,-43,18484,11328,110
30,-76,13533,7227,0
31,-76,20758,7227,0
-77,37,15924,9619,0
-57,-47,9633,5839,353
155,-38,24326,2821,245
9,80,11922,6872,572
131,-23,26657,6872,572
132,-23,19394,6872,572
66,-30,7377,5091,0
67,-30,13764,5091,0
-21,-180,22924,3227,337
-18,-180,27169,3227,337
-17,-180,16669,3227,337
-16,-182,9088,3227,337
-18,-183,29161,3227,337
-17,-183,29034,3227,337
-44,96,8763,1033,180
-56,95,18085,1033,180
-54,94,22605,1033,180
-53,94,25857,1033,180
-52,94,29703,1033,180
-44,94,13857,1033,180
62,85,29446,6058,361
56,84,14970,6058,361
15,77,10105,6058,361
-82,114,9668,1343,0
31,40,1922,1343,0
51,-82,20113,12990,80
87,-215,24218,12990,80
85,-222,28392,12990,80
-32,26,1080,911,201
-87,14,20060,911,201
-92,12,25685,911,201
-85,12,5410,911,201
-87,11,17532,911,201
-88,9,27462,911,201
-86,9,11110,911,201
-85,6,15626,911,201
-88,5,21832,911,201
-88,4,23739,911,201
33,30,1054,897,110
53,25,19324,897,110
54,25,23695,897,110
57,24,5952,897,110
58,24,14448,897,110
58,23,26641,897,110
-59,25,4978,3811,600
-59,24,12358,3811,600
-58,24,23954,3811,600
-59,23,18640,3811,600
-58,23,28633,3811,600
-32,53,4579,3513,188
-201,-91,27703,3513,188
-201,-96,9719,3513,188
-206,-100,24814,3513,188
-202,-100,21727,3513,188
-202,-101,17222,3513,188
-206,-102,29640,3513,188
-46,-52,6827,4727,213
-44,-52,15154,4727,213
-49,-53,8024,4727,213
-48,-53,20650,4727,213
-63,-64,27737,4727,213
-56,-64,24613,4727,213
-48,91,22721,2811,48
-51,89,24429,2811,48
-48,89,10002,2811,48
-47,89,28829,2811,48
-49,87,30120,2811,48
-46,86,16161,2811,48
-42,86,26960,2811,48
-44,85,20074,2811,48
8,60,3959,2811,48
-36,-61,7256,4994,0
40,64,7984,5279,425
-129,206,30070,993,141
-130,205,21188,993,141
-129,205,11666,993,141
-128,205,25610,993,141
-42,11,1248,993,141
33,33,9962,1216,45
36,33,1703,1216,45
-32,-13,464,471,0
-77,-39,15894,9611,514
-57,17,12286,4116,0
-64,16,5419,4116,0
-1,-36,30024,534,0
0,-36,15328,534,0
1,-36,504,534,0
-64,18,5817,4194,228
-101,-23,23196,4194,228
48,-2,18519,3402,0
8,-61,4357,3402,0
-97,-12,26373,14208,0
-6,68,6193,4350,228
42,-93,29649,14260,0
-110,85,19032,267,7
-110,81,13671,267,7
-113,78,8813,267,7
-111,78,30050,267,7
-110,78,23631,267,7
23,28,315,267,7
-51,34,4274,3291,33
-14,18,27107,3291,33
-15,17,29828,3291,33
-4,-4,9381,3291,33
-23,-10,23323,3291,33
-21,-10,18753,3291,33
9,76,9651,5855,587
27,83,15085,8987,0
-36,110,10039,4004,180
-36,106,16514,4004,180
-39,101,29568,4004,180
-36,101,22793,4004,180
-37,100,26699,4004,180
-18,62,5208,4004,180
5,-36,495,459,103
26,-88,11908,459,103
-48,141,16867,4995,180
-70,7,7194,4995,180
49,316,23178,11421,655
49,315,28178,11421,655
73,59,18714,11421,655
101,18,27281,11620,0
94,8,19147,11620,0
47,-51,6266,4351,220
54,-51,28455,4351,220
51,-55,21265,4351,220
57,-57,23847,4351,220
52,-58,13864,4351,220
56,-62,26716,4351,220
61,74,25736,84,30
65,71,14501,84,30
72,69,21201,84,30
70,68,6391,84,30
29,17,175,84,30
-88,22,27798,3319,201
-91,20,14845,3319,201
-90,19,25123,3319,201
-89,19,10364,3319,201
-87,19,20077,3319,201
-95,15,29847,3319,201
-60,-3,4307,3319,201
-59,-3,7324,3319,201
16,92,18224,11061,0
121,305,24965,9175,440
52,71,15279,9175,440
41,37,10876,1790,0
42,36,3070,1790,0
64,-76,16670,1543,645
66,-76,21737,1543,645
64,-77,6350,1543,645
57,68,23738,7212,440
54,66,29874,7212,440
53,65,27594,7212,440
54,63,13466,7212,440
33,-28,1206,973,220
35,-71,11456,973,220
36,-72,11811,973,220
46,-75,20233,973,220
51,-76,16759,973,220
49,-77,6553,973,220
50,-77,11598,973,220
49,-78,22538,973,220
50,-78,26308,973,220
64,-78,10321,973,220
64,-79,13782,973,220
-90,-16,18755,11446,0
67,62,17712,10175,0
29,26,448,405,0
-19,71,29955,4370,228
-19,70,27571,4370,228
-19,68,24105,4370,228
-20,67,11585,4370,228
-19,67,7058,4370,228
102,-5,26982,14221,0
-205,-202,19856,4586,244
-209,-205,28009,4586,244
-203,-205,24216,4586,244
-202,-205,29741,4586,244
-201,-205,11397,4586,244
-16,57,3976,2836,0
41,-37,3309,2056,220
84,-113,21529,2056,220
99,-121,16039,2056,220
97,-126,7969,2056,220
94,-133,25436,2056,220
86,-134,28149,2056,220
-205,364,27580,14000,600
-72,65,21606,14000,600
50,-141,16251,1011,0
50,-142,9529,1011,0
66,51,13554,7234,493
74,17,9075,5663,0
-66,-9,12252,3264,159
-68,-14,9150,3264,159
-68,-15,19939,3264,159
-54,-27,4265,3264,159
-88,-42,14463,3264,159
-7,-40,1339,1042,31
-18,-45,2665,1042,31
-13,-48,6631,1042,31
-23,-49,6029,1042,31
-22,-49,11232,1042,31
-19,-49,16496,1042,31
-25,-50,3891,1042,31
-24,-51,3906,1042,31
-4,-66,11649,4791,0
-2,-69,6884,4791,0
-220,215,27892,855,141
-219,214,29866,855,141
-220,213,25608,855,141
-221,212,22427,855,141
-224,211,7594,855,141
-223,211,13702,855,141
-221,211,18215,855,141
-15,37,1004,855,141
-9,-75,10698,6430,0
77,120,28261,1340,58
79,119,7040,1340,58
77,117,18737,1340,58
78,117,23009,1340,58
83,117,13602,1340,58
84,117,28553,1340,58
51,7,1902,1340,58
12,62,11695,2078,30
9,61,4062,2078,30
11,61,4043,2078,30
13,61,6315,2078,30
14,61,25794,2078,30
10,60,9694,2078,30
14,60,17161,2078,30
7,59,3583,2078,30
-2,54,3334,2078,30
128,92,28861,3807,165
126,87,11234,3807,165
126,86,20827,3807,165
128,86,24906,3807,165
63,22,4976,3807,165
-67,154,27750,4138,180
-66,153,29570,4138,180
-44,110,25760,4138,180
-45,109,16279,4138,180
-47,108,10014,4138,180
-45,108,21641,4138,180
-15,64,5521,4138,180
-90,-8,18047,10977,0
44,41,26417,2176,45
45,41,20481,2176,45
44,40,27968,2176,45
48,40,9569,2176,45
-54,-64,15028,8895,337
-63,-125,23179,8895,337
-63,-128,27702,8895,337
90,45,25604,14175,393
143,-79,29704,14175,393
10,69,6282,4387,135
52,13,2659,1673,65
2,-37,582,480,278
36,-5,500,489,190
20,34,484,493,263
52,2,1965,1380,0
115,-104,9652,1380,0
-7,-98,29645,14259,0
-109,61,7542,135,7
-107,61,21579,135,7
-107,60,15580,135,7
-108,59,24872,135,7
-106,57,30088,135,7
-108,53,28001,135,7
-12,29,156,135,7
206,-48,24708,6668,362
206,-53,19221,6668,362
215,-57,28548,6668,362
-38,89,22207,14006,603
-38,13,879,530,201
-38,11,11583,530,201
-33,11,21634,530,201
-31,10,379,530,201
-36,9,5202,530,201
-35,6,531,530,201
-46,5,1696,530,201
-40,5,892,530,201
-40,4,12207,530,201
173,196,15967,934,9
169,188,22209,934,9
168,158,7525,934,9
44,11,1128,934,9
37,8,411,428,0
-7,59,4058,2993,0
-72,44,15255,9135,0
99,-18,24214,14084,0
-70,-8,7193,4845,0
-76,-20,12373,7014,0
-75,-20,19965,7014,0
49,-53,7320,5064,311
33,97,28873,14253,0
-32,19,569,593,33
-20,18,26844,593,33
-20,17,5964,593,33
-20,16,18758,593,33
-20,14,22282,593,33
-19,13,13950,593,33
-15,13,16486,593,33
-23,8,28067,593,33
84,156,26926,539,30
69,44,12341,539,30
70,44,5976,539,30
67,43,29539,539,30
68,42,21063,539,30
70,42,24020,539,30
71,42,17077,539,30
3,40,508,539,30
62,-21,5111,3899,220
95,-102,9627,3899,220
99,-103,16685,3899,220
103,-103,28463,3899,220
93,-105,21937,3899,220
95,-107,25583,3899,220
59,-20,18917,2903,158
53,-21,26354,2903,158
56,-21,10804,2903,158
17,-61,4572,3509,220
124,-97,28297,3509,220
117,-98,10498,3509,220
115,-102,18400,3509,220
120,-102,27499,3509,220
127,-114,22216,3509,220
271,33,30117,7215,0
256,30,18826,7215,0
254,29,26852,7215,0
254,28,23447,7215,0
255,26,28782,7215,0
83,7,13471,7215,0
-4,-35,468,479,0
36,72,28082,6611,45
36,71,11264,6611,45
37,71,21148,6611,45
37,69,10141,6085,0
38,69,17984,6085,0
-61,22,5181,3980,0
-41,-4,1473,1069,0
16,32,321,284,0
-33,35,9188,1923,0
-38,33,17833,1923,0
66,50,21471,3018,315
39,49,4100,3018,315
65,49,29785,3018,315
67,49,16549,3018,315
65,48,8672,3018,315
66,48,28083,3018,315
67,48,26305,3018,315
66,47,23208,3018,315
52,-8,5842,99,4
53,-9,17983,99,4
49,-10,26652,99,4
48,-12,11903,99,4
53,-13,29510,99,4
21,-22,94,99,4
17,-59,4215,3223,217
17,-60,24962,3223,217
4,-35,432,445,0
86,107,11487,859,30
89,107,5939,859,30
89,106,21288,859,30
91,105,16985,859,30
88,102,24088,859,30
82,101,28584,859,30
87,101,27844,859,30
45,0,1081,859,30
25,17,33,18,0
69,56,15920,9621,0
176,111,7010,584,9
168,105,27923,584,9
178,104,14733,584,9
176,96,20496,584,9
184,85,24727,584,9
32,26,577,584,9
-123,45,7743,566,7
-124,44,25360,566,7
-123,44,19932,566,7
-17,33,568,566,7
-74,60,26163,9637,0
-73,59,22520,9637,0
-72,46,15963,9637,0
32,-117,23959,1007,35
87,-42,20200,13083,501
138,-146,25783,13083,501
94,-38,25367,14130,0
-11,40,27775,723,33
-13,39,22942,723,33
-12,38,29134,723,33
-11,38,7350,723,33
-11,37,772,723,33
-10,24,14353,723,33
-8,24,19463,723,33
-8,23,25687,723,33
-74,-64,29069,14254,0
-21,47,2674,1674,0
-46,2,24624,1371,33
-48,1,1950,1371,33
-47,1,7979,1371,33
-46,1,17777,1371,33
-46,0,28074,1371,33
-42,0,1133,1371,33
-35,-74,14321,7812,0
-40,0,891,784,63
-79,-32,28867,784,63
-79,-33,25421,784,63
-79,-34,7404,784,63
37,95,28069,14247,0
205,161,21151,9894,506
205,159,29493,9894,506
76,49,16599,9894,506
223,33,26251,9894,506
121,137,26757,4105,165
125,136,24355,4105,165
125,134,19003,4105,165
128,134,12817,4105,165
66,22,29563,4105,165
66,21,21818,4105,165
66,20,5398,4105,165
-34,140,26416,4876,180
-35,134,22947,4876,180
-36,133,19031,4876,180
-35,133,11559,4876,180
-35,132,29135,4876,180
-26,65,7053,4876,180
99,106,24815,62,0
89,96,16699,62,0
84,93,11432,62,0
87,93,5325,62,0
88,93,20429,62,0
88,92,22470,62,0
14,29,113,62,0
31,23,491,497,0
2,78,10035,6032,0
71,-70,23649,14058,0
73,-153,28194,14058,0
18,144,29482,9935,494
14,142,25375,9935,494
15,142,27730,9935,494
14,141,21411,9935,494
19,88,16758,9935,494
-74,12,10061,2219,33
-72,12,8544,2219,33
-73,11,25555,2219,33
-73,10,21517,2219,33
-72,10,7613,2219,33
-72,9,13556,2219,33
-71,4,7538,2219,33
-53,-3,3470,2219,33
-52,134,20777,4136,0
-54,131,10541,4136,0
-22,62,5516,4136,0
-7,39,887,443,286
-24,-63,5828,4198,213
-25,-64,24087,4198,213
-18,-67,13675,4198,213
-15,-70,27549,4198,213
-42,-46,24272,3753,213
-43,-48,27731,3753,213
-41,-48,4921,3753,213
-140,100,23448,4031,7
-138,100,9743,4031,7
-135,97,17835,4031,7
-138,96,28652,4031,7
-45,47,5304,4031,7
-44,17,21656,1258,228
-45,16,17985,1258,228
-44,16,1765,1258,228
-45,15,25359,1258,228
-44,15,28785,1258,228
0,71,6502,4293,7
-101,57,26954,4293,7
-102,56,22217,4293,7
-135,45,16688,4293,7
-134,45,10683,4293,7
15,37,526,485,247
82,61,29655,14264,0
-4,-92,19073,11600,555
-6,-93,26959,11600,555
365,25,11213,3185,45
366,24,17675,3185,45
360,22,24366,3185,45
363,22,26741,3185,45
367,20,22818,3185,45
22,59,4154,1914,58
19,55,3524,1914,58
18,54,15900,1914,58
19,54,23454,1914,58
25,53,28262,1914,58
18,52,20509,1914,58
26,51,3185,1914,58
27,51,7650,1914,58
-57,16,3997,2887,48
-61,15,8125,2887,48
-60,15,29561,2887,48
-59,15,18936,2887,48
-58,15,24812,2887,48
-28,-32,15645,1017,213
-27,-32,6514,1017,213
-27,-34,1662,1017,213
-25,-36,1863,1017,213
14,-40,1032,840,272
-141,137,19399,1585,7
-140,137,26880,1585,7
-139,136,29981,1585,7
-136,135,11907,1585,7
11,52,2208,1585,7
47,-63,10999,6539,337
47,-64,17910,6539,337
-44,-185,28833,6539,337
-44,-186,24961,6539,337
-26,62,6050,4333,48
-84,57,23707,4333,48
-83,57,29979,4333,48
-82,57,15524,4333,48
37,21,831,757,110
83,5,13886,757,110
85,1,20563,757,110
87,0,6569,757,110
88,0,24153,757,110
84,-1,15029,757,110
-119,200,27992,9810,141
-17,-82,21539,9810,141
-17,-85,16449,9810,141
40,-43,3986,2873,0
-118,-77,21671,9712,337
-118,-79,27706,9712,337
-120,-82,29756,9712,337
-27,24,15721,252,33
-26,24,7928,252,33
-24,22,22977,252,33
-21,21,26254,252,33
-30,12,307,252,33
-250,11,27493,8666,0
-247,11,24077,8666,0
-248,9,19174,8666,0
-240,8,29951,8666,0
-26,-80,14881,8666,0
-1,-48,2186,1588,0
-4,68,6593,4618,7
-124,65,10861,4618,7
-123,65,22392,4618,7
-123,64,17707,4618,7
-132,63,25515,4618,7
-131,63,28064,4618,7
-130,63,30063,4618,7
55,35,4580,3514,0
-49,121,24238,1260,0
-47,118,13792,1260,0
-27,39,1767,1260,0
-42,-62,18270,6422,438
-42,-63,10690,6422,438
-41,-63,28123,6422,438
27,-30,868,943,220
25,-34,1141,943,220
28,-34,1281,943,220
25,-35,10356,943,220
21,-39,1280,943,220
26,-40,14821,943,220
38,4,15606,749,27
39,4,6580,749,27
43,2,820,749,27
33,-3,29768,749,27
33,-4,23172,749,27
51,105,30046,7696,440
51,70,25688,7696,440
50,69,18900,7696,440
50,68,14240,7696,440
53,75,24850,7223,440
53,74,29130,7223,440
47,70,19442,7223,440
47,69,13518,7223,440
75,119,23369,1326,606
50,8,1878,1326,606
-68,71,23604,14054,0
35,17,450,448,232
59,13,24230,2692,110
59,12,3880,2692,110
61,12,15376,2692,110
52,11,2106,2692,110
59,11,8621,2692,110
57,10,3459,2692,110
58,9,21077,2692,110
-60,67,18416,4558,33
-64,65,9417,4558,33
-61,64,21478,4558,33
-63,47,15318,4558,33
-63,46,24848,4558,33
-61,45,23322,4558,33
-63,44,17509,4558,33
-63,40,27312,4558,33
-65,20,6422,4558,33
1,-79,10945,6503,337
-3,-120,29038,6503,337
4,-121,22250,6503,337
-2,-123,16676,6503,337
1,-126,26115,6503,337
-40,-29,21424,1471,213
-39,-31,15259,1471,213
-35,-31,2051,1471,213
-33,-31,1926,1471,213
-37,-34,6344,1471,213
-34,-34,2627,1471,213
-42,-37,3901,2738,213
-11,-107,25518,2738,213
-14,-108,21974,2738,213
-13,-108,16034,2738,213
-12,-108,10365,2738,213
-12,-109,28058,2738,213
-29,20,471,477,0
-39,146,20808,6038,45
-37,146,23542,6038,45
-38,145,24774,6038,45
-30,145,29235,6038,45
-34,144,16005,6038,45
140,-46,30084,3739,572
136,-49,23070,3739,572
136,-57,8789,3739,572
137,-57,14382,3739,572
135,-59,28208,3739,572
135,-61,17908,3739,572
-40,-64,10313,6241,0
-42,-65,28063,6241,0
-40,-65,21297,6241,0
63,18,28202,3317,0
62,17,4305,3317,0
63,17,13961,3317,0
62,16,21648,3317,0
94,-4,18787,11458,631
94,-5,26152,11458,631
23,-20,6826,1489,4
27,-20,27670,1489,4
18,-27,313,1489,4
28,-27,15208,1489,4
20,-29,460,1489,4
20,-45,2050,1489,4
23,-49,3114,1489,4
18,-51,3213,1489,4
-37,-39,3643,2344,31
-36,-41,21244,2344,31
-42,-48,15982,2344,31
-49,-50,8817,2344,31
-48,-50,26776,2344,31
-43,-50,24211,2344,31
-48,-51,28411,2344,31
-143,-140,28025,5763,0
-137,-145,24758,5763,0
-143,-146,23792,5763,0
-143,-147,15146,5763,0
-145,-152,20436,5763,0
-141,-152,26203,5763,0
-288,306,27445,13983,613
-96,10,21357,13983,613
-95,121,27991,1070,7
-92,114,13437,1070,7
-93,113,25062,1070,7
-92,113,6818,1070,7
-100,110,21814,1070,7
-98,110,18014,1070,7
-43,13,1475,1070,7
35,-34,1884,1329,31
20,-54,23047,1329,31
24,-55,19286,1329,31
19,-57,15579,1329,31
22,-57,6210,1329,31
25,-58,26303,1329,31
24,-60,29972,1329,31
-156,188,25729,11308,141
-158,187,28060,11308,141
-25,38,1625,1127,33
-17,32,14343,1127,33
-22,31,10560,1127,33
-19,31,6566,1127,33
-16,31,24156,1127,33
-20,30,20513,1127,33
-24,29,643,1127,33
70,-5,6851,4763,0
53,-63,13421,7184,220
66,-69,22889,7184,220
66,-70,19018,7184,220
67,-70,26100,7184,220
66,-71,28234,7184,220
-43,24,2026,47,33
-36,24,1240,47,33
-41,23,1828,47,33
-50,21,7299,47,33
-49,21,3181,47,33
-27,17,314,47,33
-26,16,4993,47,33
-25,15,10372,47,33
-26,14,43,47,33
-25,14,20998,47,33
54,182,28185,6190,366
47,180,16043,6190,366
47,179,21149,6190,366
49,177,25044,6190,366
34,70,10268,6190,366
-189,-79,29156,3964,188
-182,-79,24861,3964,188
-181,-79,20419,3964,188
-188,-82,27126,3964,188
-182,-82,16114,3964,188
-178,-82,27832,3964,188
-185,-83,9753,3964,188
-184,-83,23188,3964,188
134,-184,27777,1935,80
137,-189,20170,1935,80
132,-194,15353,1935,80
134,-195,8667,1935,80
131,-196,24534,1935,80
136,-196,23578,1935,80
-85,-17,16325,9774,159
-89,-18,28226,9774,159
-87,-19,20736,9774,159
-88,-20,24855,9774,159
36,18,506,500,0
47,158,27164,7021,366
48,158,16733,7021,366
37,143,24902,7021,366
38,73,12382,7021,366
-31,-10,308,194,33
-25,-10,22180,194,33
-29,-12,26991,194,33
-25,-13,15671,194,33
-27,-15,6333,194,33
-27,-21,444,194,33
39,-42,3664,2377,220
79,-98,21953,2377,220
83,-98,15091,2377,220
76,-99,26825,2377,220
88,-99,8622,2377,220
75,-103,29190,2377,220
154,-16,6825,1463,110
153,-17,18840,1463,110
155,-17,14345,1463,110
156,-17,29849,1463,110
157,-17,27967,1463,110
46,-18,2028,1463,110
154,-18,26137,1463,110
161,-20,21787,1463,110
157,-24,23910,1463,110
-193,207,29536,5289,141
-193,206,26668,5289,141
-194,205,17823,5289,141
73,-6,8025,5289,141
-64,68,19937,12478,228
-81,64,26737,12478,228
-73,84,26388,6586,141
-75,80,19384,6586,141
-77,3,11192,6586,141
-45,-28,6876,1913,83
-44,-28,21555,1913,83
-43,-28,3184,1913,83
-1,32,304,261,0
-89,-5,19968,261,0
-85,-8,7152,261,0
-85,-9,28102,261,0
-87,-11,24197,261,0
53,-15,3397,2177,0
94,-115,22493,1925,220
95,-115,17720,1925,220
96,-115,8257,1925,220
95,-116,29494,1925,220
96,-116,26146,1925,220
26,-23,437,435,200
37,-44,3748,2494,220
82,-102,13818,2494,220
87,-103,27113,2494,220
88,-103,7934,2494,220
89,-105,29971,2494,220
84,-106,22388,2494,220
81,-107,18938,2494,220
84,-107,24799,2494,220
53,12,2694,1705,0
-22,65,23496,4572,180
-21,65,28121,4572,180
-22,64,6471,4572,180
-21,64,15701,4572,180
-47,35,3978,2834,0
-55,31,20452,2834,0
40,-54,5374,4085,0
-24,26,469,474,344
105,-24,16410,1904,110
105,-28,25509,1904,110
106,-28,8267,1904,110
106,-30,27489,1904,110
107,-30,22554,1904,110
17,100,25369,14132,0
-140,197,30032,7090,141
-140,190,26253,7090,141
-142,189,23468,7090,141
-139,189,18623,7090,141
-127,182,28260,7090,141
-53,59,12552,7090,141
35,-29,1470,1066,220
72,-55,26319,1066,220
69,-58,22895,1066,220
74,-58,24561,1066,220
71,-59,17776,1066,220
69,-60,7643,1066,220
72,-61,14257,1066,220
72,-62,21078,1066,220
67,-65,18268,1066,220
-120,210,28673,124,30
2,106,12845,124,30
-3,105,22918,124,30
1,105,6541,124,30
2,105,17357,124,30
0,104,21072,124,30
2,104,24607,124,30
1,100,26748,124,30
7,31,102,124,30
-49,-16,23938,3138,33
-48,-17,8840,3138,33
-47,-17,17947,3138,33
-52,-28,4142,3138,33
101,3,23176,12915,545
97,0,20027,12915,545
345,294,19988,7406,608
346,294,27308,7406,608
345,293,23740,7406,608
82,15,13935,7406,608
-78,27,20621,6496,0
-74,23,10879,6496,0
103,125,28850,679,58
103,119,21743,679,58
104,119,26114,679,58
105,119,24482,679,58
104,118,11517,679,58
105,118,7403,679,58
103,117,29935,679,58
104,117,16380,679,58
33,-72,11439,6695,396
39,-23,1297,1020,393
120,-57,8895,1020,393
122,-58,20543,1020,393
121,-60,26212,1020,393
-65,70,27516,13970,591
-69,68,21127,13970,591
82,-44,18163,11013,501
47,38,13742,3405,0
41,34,23880,3405,0
-42,-14,19458,1312,0
-41,-14,10267,1312,0
-41,-15,1866,1312,0
-42,-16,26769,1312,0
73,25,9720,5877,271
246,-221,22177,5877,271
245,-222,25697,5877,271
247,-222,15568,5877,271
244,-224,29708,5877,271
12,-96,20081,12970,555
-58,2,15374,1711,33
-57,2,6914,1711,33
-56,2,22660,1711,33
-52,2,3006,1711,33
-45,-65,12744,7118,413
-45,-66,19366,7118,413
-6,-76,10946,6509,141
-11,-80,23955,6509,141
-15,-83,27956,6509,141
-17,-86,16851,6509,141
-219,380,27857,9610,600
-80,29,15893,9610,600
-169,107,27988,224,30
20,30,265,224,30
21,29,20127,224,30
19,28,6063,224,30
20,28,13854,224,30
21,28,23905,224,30
-3,-93,19337,11721,0
207,-3,29736,4340,220
201,-6,21108,4340,220
204,-7,24030,4340,220
205,-7,11906,4340,220
211,-9,28138,4340,220
1,-69,6080,4340,220
72,-24,10007,6024,501
10,-34,18800,785,657
-33,0,332,250,33
-34,-1,5909,250,33
-31,-1,25443,250,33
-33,-2,310,250,33
-31,-2,27501,250,33
-34,-3,15321,250,33
-31,-3,29128,250,33
-48,-59,10759,6442,337
-160,-174,20830,6442,337
-162,-175,15552,6442,337
-161,-175,24304,6442,337
-162,-176,26360,6442,337
-162,-177,28168,6442,337
-166,-179,29632,6442,337
-14,36,829,742,0
-7,75,10135,6069,201
-103,40,29974,6069,201
-103,39,14136,6069,201
-102,39,27465,6069,201
-103,38,23726,6069,201
-103,37,19226,6069,201
-30,3,74,71,33
-30,-2,125,71,33
-29,-2,14227,71,33
-29,-3,5552,71,33
-27,-5,6203,71,33
-26,-5,24528,71,33
3,53,2067,1511,0
4,53,12036,1511,0
-34,37,16539,1529,201
-32,37,2095,1529,201
-38,36,27901,1529,201
-35,36,23219,1529,201
-39,32,7046,1529,201
-21,-49,3510,2261,31
-57,-77,23377,2261,31
-56,-77,18112,2261,31
-55,-77,14234,2261,31
-54,-77,7521,2261,31
-58,-80,27512,2261,31
-57,-80,25403,2261,31
-56,-80,21123,2261,31
51,59,29453,6834,315
53,59,27505,6834,315
56,58,23864,6834,315
57,58,11801,6834,315
57,57,17958,6834,315
39,63,20603,4842,315
